sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
大園,桃園市,57,細懸浮微粒,普通,0.4,0.23,17,35,26,15,7,8.5,1.3,1.3,194,2025-04-21 22:00,,0.2,14.7,25,0,121.20251473,25.06100357,18
桃園,桃園市,94,細懸浮微粒,普通,0.7,0.46,18,36,54,31,19,20.2,0.6,0.8,198,2025-04-21 22:00,,0.3,28.1,44,1,121.30500531,24.9947107,17
大同,臺北市,120,細懸浮微粒,對敏感族群不健康,1.4,2.28,2,16,65,44,41,96.4,55,-,-,2025-04-21 22:00,,1.9,38.2,55,1,121.51342074,25.06331455,16
松山,臺北市,105,細懸浮微粒,對敏感族群不健康,2.4,0.71,6,30,47,34,35,44.2,9,0.6,64,2025-04-21 22:00,,0.5,32.2,44,1,121.578611,25.05,15
古亭,臺北市,98,細懸浮微粒,普通,0.2,0.72,5,35,60,34,32,34.5,1.8,1.2,126,2025-04-21 22:00,,0.5,29.7,49,0,121.529556,25.020608,14
萬華,臺北市,97,細懸浮微粒,普通,0.2,0.66,15,31,55,33,28,30.7,2.6,0.8,137,2025-04-21 22:00,,0.5,29.4,47,0,121.507972,25.046503,13
中山,臺北市,105,細懸浮微粒,對敏感族群不健康,0.6,0.71,9,32,53,38,32,34.6,2.6,1.3,92,2025-04-21 22:00,,0.5,32.3,49,1,121.526528,25.062361,12
士林,臺北市,93,細懸浮微粒,普通,0.4,0.57,9,37,51,30,22,23.7,1,0.3,111,2025-04-21 22:00,,0.3,27.7,43,1,121.51666356,25.10334003,11
淡水,新北市,99,細懸浮微粒,普通,0.5,0.66,9,42,54,34,23,24.3,0.8,2.1,160,2025-04-21 22:00,,0.3,30,46,0,121.449239,25.1645,10
林口,新北市,90,細懸浮微粒,普通,1.5,0.37,15,37,37,22,19,23.1,3.4,0.9,159,2025-04-21 22:00,,0.3,26.8,37,1,121.36548982,25.07798949,9
菜寮,新北市,109,細懸浮微粒,對敏感族群不健康,0.5,0.86,6,35,64,35,39,43.6,4.5,1.2,182,2025-04-21 22:00,,0.5,33.9,52,0,121.481028,25.06895,8
新莊,新北市,96,細懸浮微粒,普通,0.8,0.69,7,32,47,33,24,25.1,0.7,1.5,255,2025-04-21 22:00,,0.4,28.8,42,0,121.4325,25.037972,7
板橋,新北市,94,細懸浮微粒,普通,0.7,0.64,16,38,58,34,26,27.6,1.1,1.2,124,2025-04-21 22:00,,0.4,28.2,49,0,121.458667,25.012972,6
土城,新北市,102,細懸浮微粒,對敏感族群不健康,0.4,0.46,5,31,50,30,23,26.1,2.6,1.7,160,2025-04-21 22:00,,0.4,31.1,48,0,121.451861,24.982528,5
新店,新北市,100,細懸浮微粒,普通,0.4,0.55,13,37,47,35,20,22.8,1.8,1.6,192,2025-04-21 22:00,,0.4,30.4,44,0,121.537778,24.977222,4
萬里,新北市,80,細懸浮微粒,普通,0.2,0.44,14,48,48,30,11,12.2,0.5,4.1,220,2025-04-21 22:00,,0.3,23.1,42,0,121.689881,25.179667,3
汐止,新北市,96,細懸浮微粒,普通,0.5,0.61,3,33,51,35,29,37.4,8.1,0.4,140,2025-04-21 22:00,,0.4,28.8,44,0,121.64081,25.06624,2
基隆,基隆市,70,細懸浮微粒,普通,1.3,0.49,9,37,36,21,19,20.9,1.7,0.5,313,2025-04-21 22:00,,0.4,19.4,27,1,121.760056,25.129167,1
屏東(枋山),屏東縣,45,,良好,0.3,0.11,24,33,23,6,4,5.1,0.3,1.8,335,2025-04-21 21:00,,0.1,10.2,27,0,120.651472,22.260899,313
臺南（南化）,臺南市,51,細懸浮微粒,普通,0.1,0.17,14,37,14,11,3,4,0.3,2.4,190,2025-04-21 21:00,,0.1,12.6,20,0,120.44583156,23.04562013,312
新北（樹林）,新北市,96,細懸浮微粒,普通,0.2,0.42,23,42,51,30,15,16.4,1.3,0,323,2025-04-21 21:00,,0.3,29,48,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,60,細懸浮微粒,普通,0.4,0.26,22,42,25,16,8,10.1,1.7,0.2,159,2025-04-21 21:00,,0.2,15.7,27,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,63,懸浮微粒,普通,0.4,0.12,21,27,39,14,2,2.9,0.4,2.9,318,2025-04-21 21:00,,0.1,15.5,42,0,120.37722,22.35222,204
高雄（湖內）,高雄市,23,,良好,1.1,0.12,19,,10,8,2,4,1.4,1.2,288,2025-04-21 21:00,,,3.5,14,,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,45,,良好,0.6,0.25,40,49,21,10,4,4.8,0,0.3,140,2025-04-21 21:00,,0.2,10,22,0,121.82463916,24.85366672,201
員林,彰化縣,64,細懸浮微粒,普通,1.6,0.23,15,32,31,17,8,10.1,1.5,1.4,185,2025-04-21 21:00,,0.1,17.4,32,1,120.5631893,23.9615945,139
大城,彰化縣,48,,良好,1.1,0.12,21,25,17,12,1,4.1,3,0.3,223,2025-04-21 21:00,,0.1,11.9,20,1,120.26964167,23.85493056,85
富貴角,新北市,87,臭氧八小時,普通,0.2,0.23,42,66,36,18,2,2.5,0,1.3,165,2025-04-21 21:00,,0.2,22.2,38,0,121.53656894,25.29681695,84
麥寮,雲林縣,44,,良好,0.9,0.16,20,25,22,10,4,5.3,1.2,1.6,219,2025-04-21 21:00,,0.1,10.8,21,0,120.251825,23.753506,83
關山,臺東縣,32,,良好,0.7,0.12,28,30,21,9,1,2.6,0.8,1.3,203,2025-04-21 21:00,,0.1,7.9,18,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,0.4,0.15,27,28,15,9,3,4.4,1.1,1.7,192,2025-04-21 21:00,,0.1,10.8,16,0,119.566158,23.569031,78
金門,金門縣,63,細懸浮微粒,普通,0.9,0.11,12,29,23,20,15,16.2,0.4,1.8,208,2025-04-21 21:00,,0.1,17,20,0,118.312256,24.432133,77
馬祖,連江縣,136,臭氧八小時,對敏感族群不健康,0.6,0.28,63,81,43,33,6,6.8,0.6,2.5,205,2025-04-21 21:00,,0.3,36.6,62,0,119.952724,26.153736,75
埔里,南投縣,73,細懸浮微粒,普通,0.8,0.28,21,40,33,24,7,8.4,0.8,0.3,252,2025-04-21 21:00,,0.2,20.7,35,0,120.967903,23.968842,72
復興,高雄市,47,,良好,0,0.21,21,25,15,11,4,6.6,1.7,1.1,283,2025-04-21 21:00,,0.2,11.7,20,0,120.312017,22.608711,71
永和,新北市,98,細懸浮微粒,普通,0.3,1.05,9,30,46,34,34,42.8,8.4,0.7,81,2025-04-21 21:00,,0.8,29.6,42,0,121.516306,25.017,70
竹山,南投縣,59,細懸浮微粒,普通,0.6,0.15,20,33,22,12,5,6,0.3,1,226,2025-04-21 21:00,,0.1,15.5,31,0,120.677306,23.756389,69
中壢,桃園市,67,細懸浮微粒,普通,1.3,1.2,6,17,25,13,20,40.6,20.3,0.2,232,2025-04-21 21:00,,1,18.5,31,0,121.221667,24.953278,68
三重,新北市,110,細懸浮微粒,對敏感族群不健康,0.7,1.17,8,19,58,36,37,70.7,32.7,-,-,2025-04-21 21:00,,1,34,49,1,121.493806,25.072611,67
冬山,宜蘭縣,39,,良好,0,0.26,22,39,21,9,4,4.6,0,0.2,174,2025-04-21 21:00,,0.2,9.7,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,50,,良好,0,0.27,37,47,26,15,4,5.4,0.6,1,342,2025-04-21 21:00,,0.2,12.3,20,0,121.746394,24.747917,65
陽明,臺北市,58,細懸浮微粒,普通,0.2,0.22,38,51,24,9,3,4.4,0.4,1.7,200,2025-04-21 21:00,,0.2,15,26,0,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,0.7,0.22,31,39,15,8,4,5.1,0.7,1.2,215,2025-04-21 21:00,,0.2,7.7,14,0,121.599769,23.971306,63
臺東,臺東縣,35,,良好,0.5,0.17,27,28,20,8,,,,0.7,13,2025-04-21 21:00,,0.2,7.1,21,0,121.15045,22.755358,62
恆春,屏東縣,46,,良好,1.4,0.12,27,39,12,8,1,1.9,0.7,4.4,316,2025-04-21 21:00,,0.1,11.3,20,1,120.788928,21.958069,61
潮州,屏東縣,70,細懸浮微粒,普通,0.3,0.22,16,32,25,13,8,8.2,0,1.6,297,2025-04-21 21:00,,0.3,19.3,35,0,120.561175,22.523108,60
屏東,屏東縣,59,細懸浮微粒,普通,1.3,0.2,17,38,30,12,8,9.4,0.8,1.4,276,2025-04-21 21:00,,0.2,15.4,35,1,120.488033,22.673081,59
小港,高雄市,56,細懸浮微粒,普通,0.2,0.18,19,23,17,15,8,9.4,0.8,1.5,308,2025-04-21 21:00,,0.1,14.5,20,0,120.337736,22.565833,58
前鎮,高雄市,48,,良好,1.5,0.19,23,25,18,12,4,5.7,0.9,1.8,18,2025-04-21 21:00,,0.2,12,22,1,120.30833356,22.6044507,57
前金,高雄市,49,,良好,0.3,0.17,20,25,21,9,6,8.8,2.3,1.7,354,2025-04-21 21:00,,0.1,12.2,25,0,120.28676111,22.63390278,56
左營,高雄市,47,,良好,0.6,0.13,20,24,17,10,3,4.5,0.7,1.2,328,2025-04-21 21:00,,0.1,11.7,19,0,120.292917,22.674861,54
楠梓,高雄市,54,細懸浮微粒,普通,0.3,0.18,19,26,19,14,5,5.6,0.5,1.3,304,2025-04-21 21:00,,0.1,13.7,30,0,120.328289,22.733667,53
林園,高雄市,57,細懸浮微粒,普通,1.5,0.19,12,17,24,13,11,12.4,1.1,1.7,281,2025-04-21 21:00,,0.1,14.6,29,1,120.41175,22.4795,52
大寮,高雄市,63,細懸浮微粒,普通,0.7,0.26,13,25,26,13,9,10,0.8,1.1,324,2025-04-21 21:00,,0.2,17,33,1,120.425311,22.56413611,51
鳳山,高雄市,68,細懸浮微粒,普通,0.8,0.41,15,26,24,18,11,13.8,2,0.5,284,2025-04-21 21:00,,0.4,18.8,29,1,120.357422,22.628126,50
仁武,高雄市,53,細懸浮微粒,普通,2.4,0.22,20,25,17,10,10,10.8,0.7,1.2,323,2025-04-21 21:00,,0.1,13.4,24,1,120.332631,22.689056,49
橋頭,高雄市,59,細懸浮微粒,普通,2,0.19,19,28,21,14,5,5.9,0.2,1.1,286,2025-04-21 21:00,,0.1,15.6,23,1,120.305689,22.757506,48
美濃,高雄市,64,細懸浮微粒,普通,1.1,0.19,19,42,28,18,5,6,0.7,0.6,270,2025-04-21 21:00,,0.2,17.2,30,0,120.530542,22.883583,47
臺南,臺南市,49,,良好,0,0.18,21,27,17,8,4,5.5,0.6,1.1,279,2025-04-21 21:00,,0.1,12.2,22,0,120.21947897,22.98928311,46
安南,臺南市,51,細懸浮微粒,普通,0.3,0.18,18,24,20,12,3,4.9,1.1,1.4,300,2025-04-21 21:00,,0.1,12.6,23,0,120.2175,23.048197,45
善化,臺南市,59,細懸浮微粒,普通,0,0.16,16,25,17,14,7,8.1,1.1,0.4,346,2025-04-21 21:00,,0.1,15.5,24,0,120.29740529,23.11337642,44
新營,臺南市,55,細懸浮微粒,普通,0,0.17,19,26,23,12,6,6.3,0.1,1.3,250,2025-04-21 21:00,,0.1,14,23,0,120.31725,23.305633,43
嘉義,嘉義市,51,細懸浮微粒,普通,1.1,0.15,16,29,19,9,5,5.8,0.3,2.2,237,2025-04-21 21:00,,0.1,12.6,25,1,120.44125148,23.46477865,42
臺西,雲林縣,44,,良好,0.1,0.13,24,25,21,13,2,2.2,0,2,218,2025-04-21 21:00,,0.1,10.8,19,0,120.19933333,23.702175,41
朴子,嘉義縣,56,細懸浮微粒,普通,0.3,0.16,19,26,20,15,5,6,0.7,0.6,196,2025-04-21 21:00,,0.1,14.5,21,0,120.2478,23.46538,40
新港,嘉義縣,54,細懸浮微粒,普通,0.8,0.14,13,26,26,15,6,7.4,1,0.8,249,2025-04-21 21:00,,0.1,13.5,25,1,120.345531,23.554839,39
崙背,雲林縣,59,細懸浮微粒,普通,1,0.15,13,22,23,12,2,3,0.5,0.3,205,2025-04-21 21:00,,0.1,15.6,26,1,120.348742,23.757547,38
斗六,雲林縣,61,細懸浮微粒,普通,1,0.22,17,33,25,10,6,7.7,1.1,1.2,220,2025-04-21 21:00,,0.2,16,28,1,120.544994,23.711853,37
南投,南投縣,66,細懸浮微粒,普通,1.3,0.24,15,36,27,21,9,10.3,0.6,1.5,173,2025-04-21 21:00,,0.2,18.1,28,1,120.685306,23.913,36
二林,彰化縣,58,細懸浮微粒,普通,2.6,0.16,17,26,24,10,3,3.5,0.4,1.7,247,2025-04-21 21:00,,0.1,14.9,30,2,120.409653,23.925175,35
線西,彰化縣,62,細懸浮微粒,普通,2.1,0.14,23,31,19,13,3,5,1.2,2.5,220,2025-04-21 21:00,,0.1,16.5,25,1,120.469061,24.131672,34
彰化,彰化縣,63,細懸浮微粒,普通,1.1,0.15,14,28,26,17,7,8.5,0.6,1.5,219,2025-04-21 21:00,,0.1,16.9,23,1,120.541519,24.066,33
西屯,臺中市,65,細懸浮微粒,普通,1.6,0.21,13,33,30,17,11,11.4,0.4,2,207,2025-04-21 21:00,,0.1,17.7,32,1,120.616917,24.162197,32
忠明,臺中市,58,細懸浮微粒,普通,1.6,0.24,12,28,23,15,10,12.3,1.7,1.9,179,2025-04-21 21:00,,0.2,14.9,32,1,120.641092,24.151958,31
大里,臺中市,71,細懸浮微粒,普通,2,0.28,10,30,30,20,14,13.8,0,1.7,246,2025-04-21 21:00,,0.2,19.7,29,0,120.67844444,24.09961111,30
沙鹿,臺中市,60,細懸浮微粒,普通,1.3,0.23,16,30,26,13,10,11.5,1.4,2,184,2025-04-21 21:00,,0.2,15.7,34,0,120.568794,24.225628,29
豐原,臺中市,72,細懸浮微粒,普通,1.4,0.3,18,38,25,18,9,11.4,1.6,3.1,187,2025-04-21 21:00,,0.2,20.2,29,0,120.74252414,24.25699731,28
三義,苗栗縣,74,細懸浮微粒,普通,1.5,0.26,15,32,25,13,9,10.3,1.3,1.8,194,2025-04-21 21:00,,0.2,20.8,33,1,120.75956754,24.38248443,27
苗栗,苗栗縣,64,細懸浮微粒,普通,1.6,0.25,16,30,24,17,9,10.5,1.1,1.9,243,2025-04-21 21:00,,0.2,17.4,24,1,120.82011468,24.56499183,26
頭份,苗栗縣,64,細懸浮微粒,普通,0.8,0.27,22,36,27,20,7,9.2,1.7,1.6,231,2025-04-21 21:00,,0.2,17.4,29,1,120.89869286,24.69690679,25
新竹,新竹市,57,細懸浮微粒,普通,0.7,0.29,23,34,25,14,7,8.3,0.7,0.7,251,2025-04-21 21:00,,0.2,14.7,23,1,120.97236752,24.8056356,24
竹東,新竹縣,84,細懸浮微粒,普通,0.4,0.31,7,35,29,18,11,12.1,0.9,0.9,82,2025-04-21 21:00,,0.3,24.5,36,0,121.08895493,24.74091408,23
湖口,新竹縣,62,細懸浮微粒,普通,0.6,0.21,22,37,20,11,5,5.8,0.6,0.7,213,2025-04-21 21:00,,0.1,16.5,22,0,121.03886894,24.90009696,22
龍潭,桃園市,82,細懸浮微粒,普通,0.7,0.31,18,37,34,22,13,14.4,0.9,1.4,207,2025-04-21 21:00,,0.2,23.9,33,0,121.21645772,24.86400048,21
平鎮,桃園市,66,細懸浮微粒,普通,0.3,0.39,7,32,25,17,21,23.5,2.3,0.5,194,2025-04-21 21:00,,0.3,18,31,0,121.203986,24.952786,20
觀音,桃園市,62,細懸浮微粒,普通,0.3,0.13,18,41,22,14,5,6.1,0.6,0.6,200,2025-04-21 21:00,,0.1,16.4,22,0,121.08283092,25.03556747,19
大園,桃園市,56,細懸浮微粒,普通,0.4,0.2,22,39,20,14,5,7.3,1.4,0.8,199,2025-04-21 21:00,,0.2,14.4,25,0,121.20251473,25.06100357,18
桃園,桃園市,91,細懸浮微粒,普通,0.9,0.5,19,40,60,38,22,23.1,0.8,0.4,209,2025-04-21 21:00,,0.3,27.1,40,1,121.30500531,24.9947107,17
大同,臺北市,117,細懸浮微粒,對敏感族群不健康,1.5,2.18,5,24,58,42,41,82.9,41.7,-,-,2025-04-21 21:00,,1.6,37.1,53,1,121.51342074,25.06331455,16
松山,臺北市,105,細懸浮微粒,對敏感族群不健康,2.3,0.64,15,38,49,38,31,41.9,10.2,1,205,2025-04-21 21:00,,0.4,32.1,44,1,121.578611,25.05,15
古亭,臺北市,94,細懸浮微粒,普通,0.4,0.69,12,42,60,33,30,31.7,0.7,0.4,109,2025-04-21 21:00,,0.4,28.1,46,0,121.529556,25.020608,14
萬華,臺北市,93,細懸浮微粒,普通,0.2,0.69,16,38,52,35,29,32.4,2.7,0.8,74,2025-04-21 21:00,,0.5,27.8,44,0,121.507972,25.046503,13
中山,臺北市,101,細懸浮微粒,對敏感族群不健康,0.5,0.56,22,39,57,36,23,24.2,1.2,0.4,80,2025-04-21 21:00,,0.5,30.6,48,1,121.526528,25.062361,12
士林,臺北市,90,細懸浮微粒,普通,0.5,0.48,20,44,44,30,23,23.8,0.7,0.6,172,2025-04-21 21:00,,0.3,26.9,41,0,121.51666356,25.10334003,11
淡水,新北市,94,細懸浮微粒,普通,0.5,0.49,20,50,48,35,17,18.3,0.7,1.2,140,2025-04-21 21:00,,0.3,28.2,43,0,121.449239,25.1645,10
林口,新北市,89,細懸浮微粒,普通,1.5,0.53,14,43,49,37,30,34.8,4.8,0.7,172,2025-04-21 21:00,,0.3,26.5,36,1,121.36548982,25.07798949,9
菜寮,新北市,109,細懸浮微粒,對敏感族群不健康,0.4,0.71,20,43,59,40,26,28.2,1.4,0.4,193,2025-04-21 21:00,,0.4,33.7,50,0,121.481028,25.06895,8
新莊,新北市,89,細懸浮微粒,普通,0.9,0.65,13,39,50,33,24,25.1,0.5,0.5,203,2025-04-21 21:00,,0.4,26.5,40,0,121.4325,25.037972,7
板橋,新北市,87,細懸浮微粒,普通,0.7,0.62,22,44,58,35,25,26.4,1,1.1,249,2025-04-21 21:00,,0.4,25.7,45,0,121.458667,25.012972,6
土城,新北市,101,細懸浮微粒,對敏感族群不健康,0.4,0.43,15,37,56,32,17,18.9,1.1,0.4,163,2025-04-21 21:00,,0.4,30.5,46,0,121.451861,24.982528,5
新店,新北市,95,細懸浮微粒,普通,0.6,0.58,17,43,51,33,26,28.3,2,1.2,204,2025-04-21 21:00,,0.4,28.7,42,0,121.537778,24.977222,4
萬里,新北市,75,細懸浮微粒,普通,0.4,0.36,23,55,43,25,8,9.1,0.4,2.7,237,2025-04-21 21:00,,0.3,21.4,41,0,121.689881,25.179667,3
汐止,新北市,91,細懸浮微粒,普通,0.7,0.61,8,42,58,36,36,40.3,4.3,0.4,66,2025-04-21 21:00,,0.4,27.2,41,0,121.64081,25.06624,2
基隆,基隆市,69,細懸浮微粒,普通,2,0.59,13,42,33,21,21,22.6,1.2,0.8,262,2025-04-21 21:00,,0.3,19,25,1,121.760056,25.129167,1
屏東(枋山),屏東縣,46,,良好,0.2,0.09,29,35,28,6,2,2.5,0.3,2.5,310,2025-04-21 20:00,,0.1,11.4,27,0,120.651472,22.260899,313
臺南（南化）,臺南市,50,,良好,0.2,0.15,19,42,17,11,4,4.8,0.6,2.4,260,2025-04-21 20:00,,0.1,12.4,21,0,120.44583156,23.04562013,312
新北（樹林）,新北市,94,細懸浮微粒,普通,0.4,0.43,29,46,66,38,16,18,1.4,0,5,2025-04-21 20:00,,0.3,28.3,47,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,61,細懸浮微粒,普通,0.4,0.27,33,44,27,20,6,8.2,1.4,0.5,284,2025-04-21 20:00,,0.2,16.2,28,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,64,懸浮微粒,普通,0.3,0.14,25,29,38,15,1,1.8,0.3,2.9,324,2025-04-21 20:00,,0.1,15.6,43,0,120.37722,22.35222,204
高雄（湖內）,高雄市,5,,良好,0.9,0.13,19,,12,7,2,4,1.3,1.4,284,2025-04-21 20:00,,,,,,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,46,,良好,0.5,0.23,43,50,21,10,4,4.6,0,0.2,172,2025-04-21 20:00,,0.2,9.9,22,0,121.82463916,24.85366672,201
員林,彰化縣,65,細懸浮微粒,普通,2.1,0.21,17,36,29,18,8,10,1.4,1.9,257,2025-04-21 20:00,,0.1,17.6,32,1,120.5631893,23.9615945,139
大城,彰化縣,49,,良好,1.2,0.12,21,27,16,8,1,5.3,3.4,0.4,220,2025-04-21 20:00,,0.1,12.2,21,1,120.26964167,23.85493056,85
富貴角,新北市,101,臭氧八小時,對敏感族群不健康,0.2,0.22,43,71,33,21,3,3.2,0,1.1,161,2025-04-21 20:00,,0.2,23.9,39,0,121.53656894,25.29681695,84
麥寮,雲林縣,47,,良好,0.9,0.17,18,25,29,9,3,5.3,1.3,1.5,218,2025-04-21 20:00,,0.1,11.7,21,0,120.251825,23.753506,83
關山,臺東縣,31,,良好,0.7,0.13,27,31,17,8,3,3.8,0.8,1.9,211,2025-04-21 20:00,,0.1,7.6,17,1,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,0.5,0.15,28,28,11,11,2,3.8,1,1.2,216,2025-04-21 20:00,,0.1,11,16,0,119.566158,23.569031,78
金門,金門縣,62,細懸浮微粒,普通,0.9,0.12,16,29,23,15,12,12.9,0.5,1.8,202,2025-04-21 20:00,,0.1,16.5,19,0,118.312256,24.432133,77
馬祖,連江縣,146,臭氧八小時,對敏感族群不健康,0.8,0.31,79,84,56,40,6,6.6,0.6,2.9,203,2025-04-21 20:00,,0.3,37.6,66,0,119.952724,26.153736,75
埔里,南投縣,73,細懸浮微粒,普通,1.1,0.24,32,41,35,19,5,6.5,0.9,0.4,256,2025-04-21 20:00,,0.2,20.7,35,0,120.967903,23.968842,72
復興,高雄市,48,,良好,0,0.25,20,25,19,10,,,,0.8,247,2025-04-21 20:00,,0.2,12,22,0,120.312017,22.608711,71
永和,新北市,95,細懸浮微粒,普通,0.6,0.78,22,35,50,34,27,30.3,2.7,0.6,100,2025-04-21 20:00,,0.7,28.6,42,0,121.516306,25.017,70
竹山,南投縣,61,細懸浮微粒,普通,0.5,0.17,21,39,28,12,6,6.3,0,1.4,203,2025-04-21 20:00,,0.1,16.1,33,0,120.677306,23.756389,69
中壢,桃園市,73,細懸浮微粒,普通,1.4,1.02,6,19,30,17,22,49.6,26.7,0.2,234,2025-04-21 20:00,,0.9,20.7,33,0,121.221667,24.953278,68
三重,新北市,108,細懸浮微粒,對敏感族群不健康,0.8,1.23,9,21,54,37,39,68.6,28.8,-,-,2025-04-21 20:00,,1,33.5,47,1,121.493806,25.072611,67
冬山,宜蘭縣,39,,良好,0,0.3,38,41,21,10,7,7.3,0.3,0.2,198,2025-04-21 20:00,,0.3,9.6,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,47,,良好,0.1,0.29,45,48,22,11,5,5.9,0.4,1,349,2025-04-21 20:00,,0.2,11.6,19,0,121.746394,24.747917,65
陽明,臺北市,65,細懸浮微粒,普通,0.2,0.23,39,53,22,11,4,4.6,0.4,2.6,180,2025-04-21 20:00,,0.2,17.7,27,0,121.529583,25.182722,64
花蓮,花蓮縣,38,,良好,0.7,0.27,34,41,13,8,5,6.2,0.9,0.7,203,2025-04-21 20:00,,0.2,7.2,13,0,121.599769,23.971306,63
臺東,臺東縣,35,,良好,0.6,0.27,20,29,22,7,9,9.1,0,0.7,318,2025-04-21 20:00,,0.2,7,21,0,121.15045,22.755358,62
恆春,屏東縣,48,,良好,1.4,0.12,31,43,16,9,1,1.7,0.5,5.9,300,2025-04-21 20:00,,0.1,11.9,21,1,120.788928,21.958069,61
潮州,屏東縣,73,細懸浮微粒,普通,0.3,0.21,19,42,25,13,9,9.3,0.2,2,288,2025-04-21 20:00,,0.3,20.5,37,0,120.561175,22.523108,60
屏東,屏東縣,62,細懸浮微粒,普通,1.1,0.2,20,44,25,14,7,8.5,0.9,2.2,302,2025-04-21 20:00,,0.2,16.7,37,0,120.488033,22.673081,59
小港,高雄市,57,細懸浮微粒,普通,0.4,0.19,17,24,14,15,9,10.5,0.8,2.1,308,2025-04-21 20:00,,0.1,14.8,21,0,120.337736,22.565833,58
前鎮,高雄市,49,,良好,1.6,0.23,22,26,16,10,5,7.3,1.4,1.6,12,2025-04-21 20:00,,0.1,12.2,25,1,120.30833356,22.6044507,57
前金,高雄市,55,細懸浮微粒,普通,0.2,0.18,21,28,18,11,6,8.1,2,1.8,339,2025-04-21 20:00,,0.1,13.9,27,0,120.28676111,22.63390278,56
左營,高雄市,51,細懸浮微粒,普通,0.7,0.13,19,25,21,11,4,5.3,0.6,1.8,319,2025-04-21 20:00,,0.1,12.6,21,0,120.292917,22.674861,54
楠梓,高雄市,53,細懸浮微粒,普通,0.3,0.2,18,28,22,10,6,6.9,0.4,1.3,307,2025-04-21 20:00,,0.1,13.4,33,0,120.328289,22.733667,53
林園,高雄市,59,細懸浮微粒,普通,1.4,0.25,12,21,28,12,13,14,0.8,1.4,291,2025-04-21 20:00,,0.1,15.6,30,0,120.41175,22.4795,52
大寮,高雄市,66,細懸浮微粒,普通,0.6,0.27,14,31,20,13,8,10,1,1.1,316,2025-04-21 20:00,,0.2,17.8,36,1,120.425311,22.56413611,51
鳳山,高雄市,68,細懸浮微粒,普通,0.8,0.44,17,30,21,14,9,11.6,2,0.7,274,2025-04-21 20:00,,0.4,18.7,31,1,120.357422,22.628126,50
仁武,高雄市,56,細懸浮微粒,普通,2.3,0.22,21,26,22,12,8,9.7,1.1,2,320,2025-04-21 20:00,,0.1,14.3,27,1,120.332631,22.689056,49
橋頭,高雄市,60,細懸浮微粒,普通,2,0.18,22,31,20,12,4,5,0.4,1.8,319,2025-04-21 20:00,,0.1,15.8,25,1,120.305689,22.757506,48
美濃,高雄市,64,細懸浮微粒,普通,1,0.2,23,46,27,11,5,6.5,1,1.1,279,2025-04-21 20:00,,0.2,17.4,31,0,120.530542,22.883583,47
臺南,臺南市,53,細懸浮微粒,普通,0,0.2,20,28,19,15,5,6.4,0.7,1.7,321,2025-04-21 20:00,,0.1,13.3,24,0,120.21947897,22.98928311,46
安南,臺南市,52,細懸浮微粒,普通,0.6,0.18,21,27,20,14,3,4.3,1.1,1.7,303,2025-04-21 20:00,,0.1,13,24,0,120.2175,23.048197,45
善化,臺南市,58,細懸浮微粒,普通,0,0.15,17,29,26,15,6,7.3,1.2,1.5,336,2025-04-21 20:00,,0.1,15.2,25,0,120.29740529,23.11337642,44
新營,臺南市,57,細懸浮微粒,普通,0.1,0.19,15,28,21,14,8,9,0.7,1.5,271,2025-04-21 20:00,,0.1,14.8,24,0,120.31725,23.305633,43
嘉義,嘉義市,53,細懸浮微粒,普通,1.1,0.17,18,34,20,9,5,6.1,0.4,1.9,230,2025-04-21 20:00,,0.1,13.1,26,1,120.44125148,23.46477865,42
臺西,雲林縣,42,,良好,0.3,0.12,23,25,17,11,2,2.4,0,2.1,213,2025-04-21 20:00,,0.1,10.3,18,0,120.19933333,23.702175,41
朴子,嘉義縣,56,細懸浮微粒,普通,0.3,0.19,20,28,23,14,5,6.1,0.9,0.6,204,2025-04-21 20:00,,0.1,14.3,23,0,120.2478,23.46538,40
新港,嘉義縣,53,細懸浮微粒,普通,0.9,0.13,18,30,27,11,4,5.5,1,1.5,234,2025-04-21 20:00,,0.1,13.1,24,1,120.345531,23.554839,39
崙背,雲林縣,62,細懸浮微粒,普通,1.1,0.16,13,25,34,15,3,4,0.5,0.4,226,2025-04-21 20:00,,0.1,16.5,26,1,120.348742,23.757547,38
斗六,雲林縣,65,細懸浮微粒,普通,1.1,0.23,20,38,24,12,6,7.4,1,1.1,234,2025-04-21 20:00,,0.2,17.7,29,1,120.544994,23.711853,37
